,Curso_PRE,Nivel_PRE,Codigo,Edad,Genero_PRE,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias_PRE,Dedicacion_PRE,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar_PRE,Estudiar_PRE,Entender_PRE,No_entender_PRE,Profesional_PRE,Actividades_PRE,Carrera_PRE,Facilidad_PRE,Disfrutar_PRE,No_trabajo_PRE,Mundo_mejor_PRE,Interes_asignaturas_PRE,Salida_profesional_PRE,Actividades_instituto_PRE,Dificultad_asignaturas_PRE,Trabajo_PRE,Respeto_cientificos_PRE,Efecto_vidas_PRE,No_gustar_PRE,Examenes_PRE,Decisiones_personales_PRE,Curso_POST,Nivel_POST,Genero_POST,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion_POST,Valoracion_ingenierias_POST,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar_POST,Estudiar_POST,Entender_POST,No_entender_POST,Profesional_POST,Actividades_POST,Carrera_POST,Facilidad_POST,Disfrutar_POST,No_trabajo_POST,Mundo_mejor_POST,Interes_asignaturas_POST,Salida_profesional_POST,Actividades_instituto_POST,Dificultad_asignaturas_POST,Trabajo_POST,Respeto_cientificos_POST,Efecto_vidas_POST,No_gustar_POST,Examenes_POST,Decisiones_personales_POST
262,INTELIGENCIA ARTIFICIAL,SENIOR,312047,16,Chico,Mis padres,No,Sí,Me da igual,,Fondo de inversiones,Arquitectura,Entre los primeros de la clase,Dentro de la media,3,3,3,2,3,2,3,4,2,3,5,3,3,3,2,3,4,4,3,3,3,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Regular,10,10,Muy buena,Muy buena,Muy buena,Bien,No sé,Nose,Buena,Bien,Sí,No,9,El pedro la cris la choni y el santi,Nada,Poca cosa,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4
263,INTELIGENCIA ARTIFICIAL,SENIOR,512090,13,Chica,"Yo, Mis padres, Mis amigos",No,No,Buena,,Notario,Notario,Entre los primeros de la clase,Buen estudiante,3,3,4,2,4,3,2,1,3,4,5,2,2,3,4,2,3,4,2,4,4,INTELIGENCIA ARTIFICIAL,SENIOR,Chica,Bien,10,10,Muy buena,Muy buena,Buena,Muy bien,No,Algo relacionado con la economia y el derecho,Buena,Bien,Sí,Sí,9,Programar,la teoría,Nada :),3,2,4,3,4,3,2,1,4,4,5,3,2,4,5,2,4,4,3,5,4
264,INTELIGENCIA ARTIFICIAL,SENIOR,606472,16,Chico,Yo,2019,Sí,Muy buena,,Empresariales,No trabaja,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,5,4,5,4,5,2,5,5,5,4,1,4,4,5,1,2,4,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Muy bien,10,9,Buena,Muy buena,Buena,Muy bien,Sí,Alguna Ingeniería,Muy buena,Bien,Sí,Sí,9,Programar con Python y Scratch,nada,nada,5,5,5,1,1,4,5,4,5,4,4,5,5,4,2,4,4,4,1,2,4
265,INTELIGENCIA ARTIFICIAL,SENIOR,607816,16,Chico,Yo,No,Sí,Me da igual,,gestora de activos de propiedad privada,Fundación SEPI,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,4,4,1,2,4,4,4,4,3,4,4,4,4,3,2,3,4,2,2,3,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Bien,10,10,Buena,Muy buena,Buena,Muy bien,Sí,No se,Buena,Muy bien,Sí,Sí,9,La forma en que las profes explicaban todo y te lo hacian entender super fácil y además de forma practica y divertida,despertarse a las 7,hacer mas python,5,4,4,1,2,4,4,4,5,2,3,4,4,4,3,3,3,4,1,3,4
266,INTELIGENCIA ARTIFICIAL,SENIOR,707974,15,Chico,Mis padres,2019,Sí,Buena,,Banco,Banco,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,4,5,5,1,5,5,5,3,2,4,5,5,1,1,5,INGENIERIA ELECTRONICA,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Ingeniería,Muy buena,Muy bien,Sí,Sí,10,Todo,Nada,"Absolutamente nada, ya es perfecto",5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
267,INTELIGENCIA ARTIFICIAL,SENIOR,1009271,14,Chico,"Yo, Mis padres, Mis amigos, Otros",2019,No sé,Muy buena,,Marketing y publicidad,Banquera,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,2,3,3,3,4,2,5,3,3,5,4,3,4,4,1,2,4,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,no se,Muy buena,Muy bien,Sí,Sí,8,Pedro de Murcia,la teoria,menos teoria y mas practica,4,4,4,1,1,3,4,4,5,2,5,5,3,3,2,3,5,5,1,3,5
268,INTELIGENCIA ARTIFICIAL,SENIOR,1107711,14,Chico,"Yo, Mis amigos",2019,Sí,Buena,,Arquitecto,Marketing y direccion de empresas,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,4,4,5,4,5,2,4,4,5,5,2,3,4,4,1,3,5,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Aun no lo se,Muy buena,Muy bien,Sí,Sí,8,Los profesores y las instalaciones,Scratch,Nada,5,4,5,2,2,3,4,3,4,2,5,5,4,4,2,4,5,4,1,2,5
269,INTELIGENCIA ARTIFICIAL,SENIOR,1110323,14,Chico,"Mis padres, Mis amigos",No,No sé,Me da igual,,En un banco,En una consultora,Entre los primeros de la clase,Buen estudiante,3,4,4,2,3,2,3,3,4,4,5,3,3,4,3,1,5,4,2,3,3,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Regular,10,10,Buena,Buena,Buena,Bien,No sé,No estoy seguro,Me da igual,Bien,Sí,Sí,8,"Los compañeros, profesores y los Kahoots",Los repasos de teoria,Nada,3,4,4,2,2,1,4,2,3,4,5,3,4,3,3,2,4,4,2,4,2
270,INTELIGENCIA ARTIFICIAL,SENIOR,1407450,16,Chico,Yo,"2018, 2019",Sí,Muy buena,,INGENIERO ELÉCTRICO,PROFESORA,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,5,5,5,1,4,5,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Muy bien,9,9,Muy buena,Muy buena,Regular,Regular,Sí,Ingeniero,Muy buena,Muy bien,Sí,Sí,7,Las clases teóricas,Skratch,"Material, trabajo más en equipo, proyectos, más dinámico",5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5
271,INTELIGENCIA ARTIFICIAL,SENIOR,1611663,15,Chico,"Yo, Mis amigos",No,Sí,Muy buena,,Profesor de Matemáticas,Trabaja por elle World Bank (Elle banco Mundial),"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,1,4,4,3,5,1,5,4,5,5,2,4,5,4,1,2,5,INGENIERIA ELECTRONICA,SENIOR,Chico,Bien,9,9,Buena,Buena,Buena,Bien,Sí,Sciencias y ingeniería,Muy buena,Bien,Sí,No,9,La liberta que teníamos y la ayuda que era muy accesible,Solo un recreo largo ( yo creo que sería mejor con dos o tres recreos de 20 minutos),Elle horario,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5
272,INTELIGENCIA ARTIFICIAL,SENIOR,1801821,16,Chica,"Yo, Mis padres, Mis amigos",No,Sí,Muy buena,,Mi padre es abogado y gestor,Mi madre es abogada,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,1,4,4,4,5,3,5,5,4,5,5,4,5,5,1,2,5,INTELIGENCIA ARTIFICIAL,SENIOR,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,empresaria,Muy buena,Muy bien,Sí,Sí,10,la organización del curso y participación de los profesores,nada,A lo mejor las clases de programación podrían ser todavía más entretenidas,5,5,5,1,1,4,5,4,5,2,5,5,5,5,1,2,5,5,2,5,5
273,INTELIGENCIA ARTIFICIAL,SENIOR,1806485,17,Chico,Mis padres,No,Sí,Muy buena,,Matemático/informático,Matemático/informático,Entre los primeros de la clase,Buen estudiante,5,5,4,2,1,3,5,4,4,2,5,5,5,5,2,5,3,4,1,4,3,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Muy bien,8,8,Muy buena,Buena,Buena,Muy bien,Sí,ingenieria,Buena,Muy bien,Sí,Sí,8,las visitas a laboratorios,no se,no se,5,5,4,2,1,4,5,4,5,1,4,5,5,5,5,5,4,4,1,2,4
274,INTELIGENCIA ARTIFICIAL,SENIOR,2112739,16,Chica,Yo,"2016, 2017, 2018, 2019",Sí,Buena,,Fisico,Abogada,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,4,4,2,1,4,4,4,4,1,5,5,5,5,4,4,3,4,1,3,4,CIBERSEGURIDAD,SENIOR,Chica,Bien,8,9,Muy buena,No asistí,Muy buena,Bien,Sí,no lo se,Buena,Bien,Sí,Sí,5,competición del último día,no era como me esperaba,hacer cosas más interactivas o con el ordenador,4,4,5,4,1,4,4,3,5,1,5,5,4,4,4,4,3,4,1,3,4
275,INTELIGENCIA ARTIFICIAL,SENIOR,2403768,15,Chico,"Yo, Mis padres",2019,Sí,Muy buena,,Abogado,Directora de Marketing,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,5,2,1,3,5,4,4,1,5,5,5,4,2,4,4,3,1,2,4,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Bien,10,10,Muy buena,Buena,Muy buena,Muy bien,No sé,nose,Buena,Muy bien,Sí,Sí,10,la teoria me ha gustado,nada,,4,5,5,1,1,3,5,4,4,1,4,5,5,5,1,5,4,4,1,1,5
276,INTELIGENCIA ARTIFICIAL,SENIOR,2405749,16,Chico,"Yo, Mis amigos","2016, 2017, 2018, 2019",Sí,Muy buena,,Guionista,empresa,Entre los primeros de la clase,Buen estudiante,5,5,5,2,1,4,4,4,5,1,5,5,5,5,2,5,3,5,1,1,5,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Muy bien,8,6,Muy buena,Buena,Buena,Bien,Sí,No se,Muy buena,Bien,Sí,Sí,6,Python y algunas presentaciones y aprendizajes,"Scratch, lo repetitivo, los compañeros, el ambiente... esperaba un poco más","ordenadores rotos, la hora de entrada, profesoras a veces pasaban.",5,5,5,2,3,5,4,4,5,5,5,5,4,5,2,4,3,5,1,1,5
277,INTELIGENCIA ARTIFICIAL,SENIOR,2609000,13,Chico,Mis padres,No,Sí,Buena,,Ingeniero (Técnicas Reunidas),Directora de Aifim,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,1,4,5,5,5,1,5,5,5,5,4,5,4,5,1,1,5,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Bien,8,7,Buena,Muy buena,Regular,Bien,Sí,Al Doble Grado De Física Y Matemáticas,Muy buena,Muy bien,No,No,7,Al salir,Desde entrar hasta salir (Excepto el rato de ver el cluster de 1 TB de RAM),Un Poco Todo,5,5,5,1,1,5,5,5,5,1,5,5,5,5,3,5,4,5,1,3,5
278,INTELIGENCIA ARTIFICIAL,SENIOR,3011691,16,Chica,"Yo, Mis padres",No,Sí,Muy buena,,Abogado,Profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,4,2,1,4,5,5,4,1,2,3,5,4,2,4,3,4,2,1,3,INTELIGENCIA ARTIFICIAL,SENIOR,Chica,Muy bien,9,9,Buena,Buena,Muy buena,Bien,Sí,"algo relacionado con matematicas, fisica o biomecanica",Buena,Muy bien,Sí,No,9,python,el principio de scratch,hacer las clases teoricas mas dinamicas,4,5,4,1,1,3,5,5,4,1,3,3,4,4,1,4,3,4,1,3,3
279,INTELIGENCIA ARTIFICIAL,SENIOR,3105101,14,Chica,Yo,No,Sí,Muy buena,,Consultor,Abogada,Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,2,3,4,4,4,3,5,5,4,5,3,3,4,4,2,2,3,INTELIGENCIA ARTIFICIAL,SENIOR,Chica,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Bien,Sí,Algo relacionado con las Matemáticas,Muy buena,Muy bien,Sí,Sí,9,Todo lo que nos han enseñado sobre progamacion,"La teoria que dimos al principio de las primeras clases, aunque entiendo que es importante saberlo",Enseñar más Python. En mi opinión es más útil y muchos de nosotros ya sabemos Scratch.,5,5,4,1,1,3,4,4,4,2,5,5,5,4,2,3,4,5,1,2,3
280,MINECRAFT,JUNIOR,207323,13,Chico,Yo,2019,No sé,Me da igual,,Ingenieria informatica,farmaceutica,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,4,1,3,1,1,2,1,2,5,2,2,2,3,1,4,3,5,4,2,MINECRAFT,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,No,Ingeniero informatico,Me da igual,Bien,Sí,Sí,10,PVP,Actividad crafteos,nada :),1,1,4,1,1,1,1,1,1,1,3,1,1,1,4,1,4,1,5,1,3
281,MINECRAFT,JUNIOR,225000,11,Chico,Mis padres,No,No sé,Buena,,Marketing,Coaching,Entre los primeros de la clase,Muy buen estudiante,3,3,4,2,3,2,3,4,3,3,5,4,3,3,2,3,5,5,2,2,5,VIDEOJUEGOS 2D,JUNIOR,Chico,Bien,9,9,Buena,No asistí,Regular,Muy bien,No sé,Piloto de fórmula 1,Buena,Muy bien,Sí,Sí,9,Material,No sé,Nada,4,3,5,2,3,2,3,3,2,3,5,4,3,4,2,3,5,5,2,2,5
282,MINECRAFT,JUNIOR,409000,9,Chico,Mis padres,No,No sé,Buena,,EMPRESÁRIO,AUXILIAR DE FARMACÉUTICA,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,4,5,1,4,3,2,5,3,5,5,4,5,3,1,1,5,5,1,1,5,VIDEOJUEGOS 2D,JUNIOR,Chico,Bien,10,10,Muy buena,No asistí,Muy buena,Bien,No sé,a ingeniero de caminos,Buena,Muy bien,Sí,Sí,10,jugar a tus propios videojuegos,lo pronto que hay que despertarse,que en vez de empezar a las 8:50 despertarse a las 9:00,3,3,5,1,5,4,3,5,4,5,5,3,5,4,1,1,5,5,1,1,5
283,MINECRAFT,JUNIOR,1003000,10,Chico,Yo,No,No sé,Muy buena,,profesor de comillas,no lo se,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,3,4,1,3,5,4,3,5,5,5,5,5,5,2,5,5,5,1,2,5,MINECRAFT,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,aventurero,Muy buena,Bien,Sí,Sí,10,aprender,nada,todo esta bien así,5,3,5,1,2,5,3,3,5,1,5,4,3,5,2,4,5,5,1,2,5
284,MINECRAFT,JUNIOR,1103750,12,Chico,Yo,No,No sé,Muy buena,,Ayuntamiento,Hoya Coordinadora,Entre los primeros de la clase,Buen estudiante,3,2,4,1,4,2,1,3,3,2,4,3,2,2,2,1,3,3,3,3,3,MINECRAFT,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Regular,Muy bien,Sí,Programador,Me da igual,Muy bien,Sí,Sí,9,Crear un server,La charla,El minecraft,3,2,4,1,2,1,2,3,2,2,4,2,2,2,3,2,3,4,3,2,2
285,MINECRAFT,JUNIOR,1405000,12,Chico,Mis padres,No,Sí,Buena,,director supercor,profesora de universidad UNED,"Por el medio, pero más cerca de los primeros",Dentro de la media,2,4,4,1,3,2,4,2,3,2,5,4,3,3,2,4,5,4,3,3,5,MINECRAFT,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Mala,Muy bien,No sé,depportista de elite,Muy buena,Muy bien,Sí,Sí,10,los compañeros,nada,nada es todo fabuloso,5,5,5,1,2,2,5,4,5,1,5,4,4,4,4,5,5,4,2,4,5
286,MINECRAFT,JUNIOR,1407847,13,Chico,Yo,2019,Sí,Buena,,ingeniero electronico/ vende servidores,trabaja en una empresa de tractores,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,4,1,2,3,5,3,4,5,5,4,4,4,2,5,2,3,2,2,4,MINECRAFT,JUNIOR,Chico,Bien,10,8,No asistí,No asistí,Buena,Muy bien,Sí,ingeniería informática,Buena,Bien,Sí,Sí,9,crear un servidor y una skin propia,nada,nada,4,4,4,2,2,3,4,3,4,1,5,5,4,5,1,4,3,2,2,2,4
287,MINECRAFT,JUNIOR,1407920,13,Chico,Yo,2019,No sé,Buena,,En ingeniería electrónica,En ingeniería industrial,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,4,4,2,2,3,4,3,2,3,4,4,3,2,3,4,4,4,3,2,4,MINECRAFT,JUNIOR,Chico,Bien,9,8,Muy buena,No asistí,Buena,Muy bien,No sé,no lo sé,Buena,Bien,Sí,Sí,10,"No se, me ha parecido todo muy bien",nada,nada,3,4,4,2,2,3,4,3,3,3,4,4,4,3,3,4,4,4,2,3,4
288,MINECRAFT,JUNIOR,1411000,11,Chico,"Yo, Otros",No,No,Me da igual,,AEREONAUTICA,NO SE,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,3,3,4,1,1,3,1,1,5,3,2,2,4,2,3,3,5,4,5,MINECRAFT,JUNIOR,Chico,Muy bien,10,10,Muy buena,No asistí,,Bien,No sé,no se,Me da igual,Muy bien,Sí,Sí,7,jugar,nada,no,1,1,3,1,5,2,1,2,4,5,5,3,1,5,3,1,3,5,5,3,5
289,MINECRAFT,JUNIOR,1504000,11,Chico,Yo,No,No sé,Me da igual,,INGENIERO,PWC,Entre los primeros de la clase,Buen estudiante,4,3,4,2,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,1,3,MINECRAFT,JUNIOR,Chico,Muy bien,9,10,No asistí,No asistí,Muy buena,Muy bien,No sé,INDEFINIDO,Buena,Muy bien,Sí,Sí,8,MAINCRA,EL RECREO A LAS 10,PONER EL PRIMER RECREO UN POCO MAS TARDE COMO A LAS 11,3,3,5,1,3,3,2,5,4,1,5,3,2,4,1,1,4,5,3,1,3
290,MINECRAFT,JUNIOR,1606000,10,Chico,Mis padres,No,Sí,Muy buena,,ingeniero industrial de siemens,ingeniera industrial y profe del icai,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,3,1,5,5,5,5,4,5,5,5,1,1,5,MINECRAFT,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,ingeniero agricola o banquero,Muy buena,Bien,Sí,Sí,10,minecraft,nada,no,5,5,5,1,1,3,5,4,5,5,5,5,5,5,4,5,5,5,1,5,5
291,MINECRAFT,JUNIOR,1702000,12,Chico,Yo,No,No sé,Buena,,constructor,peluquera,"Por el medio, pero más cerca de los últimos",Dentro de la media,1,1,4,2,1,1,1,1,1,2,4,2,1,2,4,1,5,5,2,2,3,ROBOTICA,JUNIOR,Chica,Muy bien,10,10,No asistí,No asistí,,Muy bien,No sé,ingeniera o glofista,Muy buena,Muy bien,Sí,Sí,8,todo,nada,No sé,5,4,4,1,2,4,4,5,5,1,5,5,4,5,1,5,5,5,1,3,5
292,MINECRAFT,JUNIOR,1810000,10,Chico,Mis padres,No,Sí,Muy buena,,vETERINARIA,inGENIERA,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,2,5,4,5,1,5,5,5,5,4,5,5,5,1,1,5,ROBOTICA,JUNIOR,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Matemático,Muy buena,Muy bien,Sí,Sí,10,Los profesores :).,Hay mucho aire acondicionado.,Poner menos potencia en el aire acondicionado.,5,5,5,1,1,3,5,4,5,1,5,5,5,4,4,5,5,5,1,1,5
293,MINECRAFT,JUNIOR,1909000,11,Chico,Yo,2019,No sé,Buena,,abogado,abogada,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,2,5,5,5,1,1,3,1,1,5,1,1,1,5,1,5,4,5,4,5,MINECRAFT,JUNIOR,Chico,Regular,10,10,No asistí,No asistí,Buena,Muy bien,No,deportista,Buena,Bien,Sí,Sí,10,amigos y diversión,nada,nada,3,1,5,3,5,1,1,3,1,5,5,1,1,1,5,1,5,4,5,1,5
294,MINECRAFT,JUNIOR,2507000,10,Chico,Yo,No,No,Muy buena,,Mi padre es ingeniero aeronáutico.,Mi madre es juez.,Entre los primeros de la clase,Buen estudiante,5,4,5,3,4,3,3,4,5,3,5,5,3,4,3,2,5,4,1,2,4,MINECRAFT,JUNIOR,Chico,Muy bien,9,9,No asistí,No asistí,Buena,Muy bien,No,Me gustaría ser piloto de las fuerzas aéreas.,Muy buena,Bien,Sí,Sí,10,Los juegos de pvp que hacíamos.,La charla sobre África.,"Que podamos jugar a otras cosas en el recreo como futbol, baloncesto...",4,3,5,2,4,4,2,4,5,4,5,5,2,4,2,2,5,4,1,4,5
295,MINECRAFT,JUNIOR,2611160,12,Chico,Yo,No,Sí,Muy buena,,Ingeniero/consultor,Médico,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,2,4,4,5,5,2,5,5,4,5,3,4,4,5,1,3,5,MINECRAFT,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,no lo sé,Muy mala,Muy bien,Sí,Sí,10,el aula/material,nada,la encuesta (repetitiva),5,5,5,4,2,4,4,4,5,4,5,5,4,5,3,4,4,5,1,3,5
296,MINECRAFT,JUNIOR,2811000,10,Chico,"Yo, Mis padres",No,No sé,Buena,,Abogado de hacienda,BBVA,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,3,4,2,4,4,4,4,4,3,5,3,3,5,2,3,3,4,2,1,4,ROBOTICA,JUNIOR,Chico,Bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,Arquitecto,Muy buena,Muy bien,Sí,Sí,9,Construir El brazo robot,Los ejercicios,Menos ejercicios,4,4,5,1,4,3,4,4,5,2,5,4,3,5,2,4,3,5,1,2,5
297,MINECRAFT,JUNIOR,3004000,13,Chico,Yo,2019,Sí,Buena,,periodista,agencia inmobiliaria,"Por el medio, pero más cerca de los últimos",Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,5,5,2,5,5,5,1,1,5,MINECRAFT,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,fisico,Muy buena,Muy bien,Sí,Sí,10,horas libres,nada,nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,3,5,5,5,1,1,5
298,PROGRAMACION WEB,SENIOR,711046,14,Chico,Yo,2019,Sí,Muy buena,,Contable,Empresaria,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,3,3,2,4,4,3,3,2,5,4,5,5,4,5,5,5,1,3,4,CIBERSEGURIDAD,SENIOR,Chico,Muy bien,10,10,Buena,Muy buena,,Muy bien,Sí,Algo que tenga que ver con la informatica,Muy buena,Bien,Sí,Sí,10,"Los profesores, y la tematica de las clases",nada,,4,4,5,2,1,5,5,4,4,1,5,5,5,5,5,5,5,5,1,5,5
299,PROGRAMACION WEB,SENIOR,1704015,12,Chico,"Yo, Mis padres",No,No sé,Muy buena,,Telecomunicaciones,Ingeniera,Entre los primeros de la clase,Buen estudiante,4,5,5,2,3,5,4,4,5,3,5,4,4,5,3,3,5,5,1,2,5,PROGRAMACION WEB,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,No lo sé,Buena,Muy bien,Sí,Sí,10,Aprender,La hora de despertarse,Agrandar el patio,4,4,5,2,3,4,5,5,5,2,5,5,5,5,2,4,5,5,1,2,5
300,PROGRAMACION WEB,SENIOR,1901355,15,Chico,Yo,"2018, 2019, 2020 (online)",Sí,Buena,,Arquitecto,Casera de pisos,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,1,2,4,4,3,4,2,5,5,4,5,4,3,3,5,1,3,5,EMPRENDE ICADE,SENIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,Ciberseguridad,Muy buena,Muy bien,Sí,Sí,10,Todos los temas dados y las mecánicas,Nada,,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,1,3,5
301,PROGRAMACION WEB,SENIOR,2101370,17,Chico,Yo,No,No,Buena,,Farmacéutico,Abogada,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,3,5,1,2,2,5,5,3,5,3,5,1,4,5,PROGRAMACION WEB,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,,Muy bien,Sí,Farmacia,Buena,Regular,Sí,Sí,10,El aprendizaje,El js me ha costado un poco,Nose,5,5,5,1,1,5,5,4,5,1,3,3,5,5,4,5,4,2,1,1,5
302,PROGRAMACION WEB,SENIOR,2311467,13,Chico,"Yo, Mis padres",No,Sí,Buena,,Profesor,Profesora,Entre los primeros de la clase,Buen estudiante,3,3,4,1,2,3,2,4,4,2,5,2,3,4,4,1,4,5,1,1,5,PROGRAMACION WEB,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,ingeniero industrial o juez,Buena,Regular,Sí,Sí,10,el profesor,que no hay campo de futbol,poner un campo de futbol y que ramiro haga 2 charlas diarias,5,3,4,4,3,3,3,4,4,2,5,2,3,5,1,2,4,2,3,4,2
303,ROBOTICA,JUNIOR,705000,12,Chica,"Yo, Mis padres",No,No sé,Buena,,ingeniero,no me acuerdo,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,3,4,1,3,3,3,3,5,1,5,3,3,5,1,3,3,4,1,1,4,ROBOTICA,JUNIOR,Chico,Muy bien,9,10,No asistí,No asistí,Muy buena,Muy bien,Sí,INGENIERO NAVAL,Muy buena,Muy bien,Sí,Sí,10,Los legos y el tiempo libre,no lo se,el patio,5,5,5,1,1,4,4,5,5,1,5,5,5,5,1,5,5,5,1,1,5
304,ROBOTICA,JUNIOR,1905000,10,Chico,Mis padres,No,No sé,Muy buena,,en una universidad,en springfield,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,1,4,4,3,4,3,1,4,3,3,4,2,3,4,3,1,4,5,ROBOTICA,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Bien,No sé,a la cocina,Muy buena,Muy bien,Sí,Sí,10,la carrera,que nos faltaban algunas piezas,nada,4,4,5,2,3,2,4,5,4,2,5,4,3,4,2,3,4,4,2,3,4
305,ROBOTICA,JUNIOR,2308161,13,Chica,Mis padres,2019,Sí,Muy buena,,en Ingenieroy trabaja para una empresa,Cocina,Entre los primeros de la clase,Buen estudiante,4,3,5,2,3,3,2,4,5,3,5,4,2,5,4,2,4,4,1,1,4,AUTOMATIZACION,SENIOR,Chica,Muy bien,10,1,Buena,Buena,Buena,Muy bien,Sí,Ingeniería industrial,Muy buena,Muy bien,Sí,Sí,7,el Laser tag,no hay nada que no me haya gustado,nada,5,5,4,1,1,4,5,5,5,3,5,5,5,5,2,5,4,4,1,1,5
306,ROBOTICA,JUNIOR,2709000,10,Chica,Yo,2019,No sé,Buena,,profesor de icay,profesora (bioquímica),Entre los primeros de la clase,Muy buen estudiante,4,3,4,2,3,3,3,3,4,2,3,4,3,3,2,3,3,4,2,2,4,ROBOTICA,JUNIOR,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,no sé,Buena,Muy bien,Sí,Sí,10,hacer robots,nada,el tiempo en construir los robots,4,4,5,2,2,4,3,3,4,2,4,4,3,5,3,3,3,4,1,3,4
